0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	5	5	5	5	4	5	5	5	5	4	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	17	18	18	18	18	19	6	16	16	16	16	6	7	8	8	8	8	9	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	24	25	25	25	25	20	6	16	16	16	16	6	14	2	2	2	2	10	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	24	25	25	25	25	20	6	16	16	16	16	6	14	2	2	2	2	10	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	24	25	25	25	25	20	6	16	16	16	16	6	14	2	2	2	2	10	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	24	25	25	25	25	20	6	16	16	16	16	6	14	2	2	2	2	10	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	3	3	3	3	6	0	0	0	0	6	15	15	15	15	6	24	25	25	25	25	20	6	16	16	16	16	6	14	2	2	2	2	10	6	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	5	1	1	5	4	0	0	0	0	4	5	1	1	5	4	24	25	25	25	25	20	4	5	1	1	5	4	14	2	2	2	2	10	4	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	30	1	1	30	0	0	0	0	0	0	30	1	1	30	0	24	25	25	25	25	20	0	30	1	1	30	0	14	2	2	2	2	10	0	0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	30	1	1	30	0	0	0	0	0	0	30	1	1	30	0	23	22	22	22	22	21	0	30	1	1	30	0	13	12	12	12	12	11	0	0	0	0	0	6	0	0	0	0	0	0	0
